,DATE,MSPUS,income,new_private_house,PPI_Concrete,home_ow_rate,new_private_hw_under,total_emp_cons,monthly_supply,mortgage_rate,permit,population,house_st,p_saving_rate,unemployed_rate,target,all_Const_Emp,IPI_Cement,labor_percent,GDP,emratio,PPI_Cement
251,2007-12-01,238400.0,12182.7,5282.168549968565,5.244916589820922,67.8,1059.0,7490.0,9.6,6.095,1149.0,303062.0,1037.0,2.4,5.0,173.338,896.4,145.0394,66.0,14715.058,62.7,209.1
252,2008-01-01,233900.0,12227.8,5296.714942866263,5.247024072160486,67.9,1041.0,7476.0,9.3,5.758,1094.0,303280.0,1084.0,2.6,5.0,171.077,886.6,148.6468,66.2,14706.538,62.9,208.5
253,2008-02-01,233900.0,12264.9,5021.578031874583,5.247024072160486,67.9,1025.0,7453.0,9.7,5.9175,1014.0,303494.0,1103.0,3.0,4.9,169.19099999999997,874.5,145.2225,66.0,14706.538,62.8,208.9
254,2008-03-01,233900.0,12314.7,4644.711471155428,5.247024072160486,67.9,1014.0,7406.0,10.25,5.97,967.0,303707.0,1005.0,2.9,5.1,167.90400000000002,867.3,141.695,66.1,14706.538,62.7,208.9
255,2008-04-01,235300.0,12302.6,3838.7930722606147,5.247024072160486,68.1,1009.0,7327.0,10.25,5.9175,1008.0,303926.0,1013.0,2.4,5.0,167.324,854.6,141.7131,65.9,14865.701,62.7,210.4
256,2008-05-01,235300.0,12879.3,4394.90141087265,5.243333058215277,68.1,991.0,7274.0,10.25,6.036,995.0,304157.0,973.0,6.8,5.4,167.021,840.8,137.6036,66.1,14865.701,62.5,207.7
257,2008-06-01,235300.0,12661.0,4394.90141087265,5.243333058215277,68.1,975.0,7213.0,10.25,6.32,1180.0,304396.0,1046.0,4.6,5.6,166.537,824.8,134.7346,66.1,14865.701,62.4,204.1
258,2008-07-01,226500.0,12514.8,4138.340984099974,5.245443876940969,67.7,955.0,7160.0,10.25,6.426,921.0,304646.0,923.0,3.6,5.8,165.713,812.7,135.0042,66.1,14898.999,62.2,207.9
259,2008-08-01,226500.0,12426.0,3815.9202155399857,5.255931650051599,67.7,936.0,7114.0,10.25,6.4775,858.0,304903.0,844.0,3.1,6.1,164.27700000000002,800.3,126.4443,66.1,14898.999,62.0,207.9
260,2008-09-01,226500.0,12445.0,4479.463386791603,5.258536496536192,67.7,904.0,7044.0,10.25,6.0375,797.0,305158.0,820.0,3.9,6.1,161.912,782.5,122.5937,66.0,14898.999,61.9,207.5
261,2008-10-01,222500.0,12446.5,3990.3652855970536,5.288771953704505,67.5,876.0,6967.0,10.25,6.2,736.0,305403.0,777.0,4.9,6.5,159.16299999999998,766.4,118.4615,66.0,14608.209,61.7,207.8
262,2008-11-01,222500.0,12387.1,4087.365119637896,5.288771953704505,67.5,842.0,6813.0,10.25,6.0875,626.0,305620.0,652.0,6.0,6.8,156.072,747.5,110.4791,65.9,14608.209,61.4,207.3
263,2008-12-01,222500.0,12238.5,3834.2165340220185,5.288771953704505,67.5,806.0,6701.0,10.25,5.286,554.0,305827.0,560.0,5.8,7.3,152.545,732.4,103.7368,65.8,14608.209,61.0,206.9
264,2009-01-01,208400.0,12125.6,2748.954384550392,5.288771953704505,67.4,783.0,6567.0,10.25,5.0475,545.0,306035.0,490.0,5.9,7.8,149.363,712.1,95.2495,65.7,14430.902,60.6,211.1
265,2009-02-01,208400.0,12007.4,2931.0371041922303,5.288771953704505,67.4,756.0,6446.0,10.25,5.13,558.0,306237.0,582.0,5.4,8.3,147.618,688.8,97.6872,65.8,14430.902,60.3,207.2
266,2009-03-01,208400.0,11965.3,3018.4719131729657,5.288771953704505,67.4,717.0,6291.0,10.25,5.0025,513.0,306438.0,505.0,5.8,8.7,146.515,667.1,86.881,65.6,14430.902,59.9,205.1
267,2009-04-01,220900.0,12009.4,3049.1827631252636,5.288771953704505,67.4,677.0,6154.0,10.25,4.81,521.0,306645.0,478.0,6.5,9.0,146.94299999999998,655.8,81.9703,65.7,14381.236,59.8,209.5
268,2009-05-01,220900.0,12179.6,2926.677544037918,5.288267030694535,67.4,650.0,6100.0,9.3,4.8575,556.0,306863.0,540.0,7.8,9.4,148.16899999999998,643.9,78.8737,65.7,14381.236,59.6,207.6
269,2009-06-01,220900.0,12042.9,2835.398346093526,5.288267030694535,67.4,627.0,6010.0,8.5,5.42,601.0,307090.0,585.0,6.1,9.5,149.797,634.9,78.7749,65.7,14381.236,59.4,204.9
270,2009-07-01,214300.0,11998.4,2835.398346093526,5.288267030694535,67.4,611.0,5932.0,7.9,5.222,595.0,307322.0,594.0,5.4,9.5,150.749,629.1,79.6953,65.5,14448.882,59.3,203.1
271,2009-08-01,214300.0,12011.2,2813.742286122041,5.288267030694535,67.4,588.0,5855.0,7.5,5.1925,616.0,307570.0,586.0,4.4,9.6,150.66899999999998,620.8,77.1998,65.4,14448.882,59.1,202.1
272,2009-09-01,214300.0,12061.1,2509.5310676540557,5.288267030694535,67.4,576.0,5787.0,7.8,5.0575,609.0,307826.0,585.0,5.5,9.6,149.628,612.8,76.367,65.1,14448.882,58.7,201.9
273,2009-10-01,219000.0,12069.4,2615.93106755815,5.288267030694535,67.2,554.0,5716.0,7.4,4.952,583.0,308071.0,534.0,5.1,9.6,148.585,606.4,67.7512,65.0,14651.249,58.5,200.6
274,2009-11-01,219000.0,12129.6,3040.4025295330507,5.288267030694535,67.2,532.0,5696.0,7.6,4.875,623.0,308289.0,588.0,5.5,9.6,147.939,602.3,74.3749,65.0,14651.249,58.6,199.9
275,2009-12-01,219000.0,12188.2,2633.0284031075994,5.288267030694535,67.2,517.0,5654.0,8.0,4.93,664.0,308495.0,581.0,5.4,9.6,146.664,596.2,69.8002,64.6,14651.249,58.3,198.5
276,2010-01-01,222900.0,12267.7,2374.517712191608,5.285738584341177,67.2,501.0,5580.0,8.1,5.03,636.0,308706.0,614.0,5.6,9.6,145.003,583.1,68.4778,64.8,14764.61,58.5,198.4
277,2010-02-01,222900.0,12267.6,2294.9974332972893,5.285738584341177,67.2,493.0,5500.0,8.3,4.99,650.0,308904.0,604.0,5.3,9.6,143.053,578.3,66.3508,64.9,14764.61,58.5,197.9
278,2010-03-01,222900.0,12330.9,2149.810682881091,5.285738584341177,67.2,492.0,5537.0,7.1,4.9675,687.0,309095.0,636.0,5.3,9.6,143.597,580.3,74.3844,64.9,14764.61,58.5,196.3
279,2010-04-01,219500.0,12441.8,2577.535613713337,5.2832037287379885,66.9,488.0,5553.0,6.2,5.098,637.0,309289.0,687.0,6.0,9.6,145.404,579.8,83.5931,65.2,14980.193,58.7,194.6
280,2010-05-01,219500.0,12543.7,2429.204713809915,5.2832037287379885,66.9,476.0,5520.0,9.3,4.8875,575.0,309485.0,583.0,6.4,9.6,147.04,578.1,81.0539,64.9,14980.193,58.6,193.3
281,2010-06-01,219500.0,12550.7,3261.254967372433,5.2832037287379885,66.9,447.0,5516.0,8.3,4.7375,587.0,309691.0,536.0,6.2,9.4,147.70600000000002,577.2,79.9611,64.6,14980.193,58.5,192.3
282,2010-07-01,224100.0,12588.7,1892.9215594462087,5.2832037287379885,66.7,443.0,5508.0,8.9,4.564,579.0,309913.0,546.0,6.1,9.4,147.566,570.2,78.0626,64.6,15141.607,58.5,191.7
283,2010-08-01,224100.0,12652.9,1973.833646829756,5.2832037287379885,66.7,444.0,5524.0,8.8,4.4275,580.0,310146.0,599.0,6.2,9.5,146.431,568.7,80.8866,64.7,15141.607,58.6,191.5
284,2010-09-01,224100.0,12673.4,2137.4461785334547,5.2832037287379885,66.7,439.0,5501.0,7.6,4.346,563.0,310385.0,594.0,6.1,9.5,144.612,568.0,80.733,64.6,15141.607,58.5,190.8
285,2010-10-01,224300.0,12723.6,2026.749900927663,5.2832037287379885,66.5,436.0,5508.0,8.2,4.225,558.0,310612.0,543.0,5.9,9.4,143.13299999999998,563.3,82.9329,64.4,15309.474,58.3,190.0
286,2010-11-01,224300.0,12765.5,1812.6270388422356,5.2832037287379885,66.5,431.0,5506.0,8.2,4.3,560.0,310820.0,545.0,5.8,9.6,141.82299999999998,560.8,82.6805,64.6,15309.474,58.2,188.5
287,2010-12-01,224300.0,12873.1,1864.7473629435997,5.2832037287379885,66.5,427.0,5467.0,7.0,4.714,632.0,311020.0,539.0,6.2,9.3,140.632,559.7,80.3226,64.3,15309.474,58.3,187.9
288,2011-01-01,226900.0,13080.7,1685.4841337693993,5.2832037287379885,66.5,431.0,5427.0,7.3,4.755,576.0,311204.0,630.0,6.6,9.1,139.04,556.9,79.0521,64.2,15351.448,58.3,185.8
289,2011-02-01,226900.0,13155.6,2067.6248718697057,5.2832037287379885,66.5,424.0,5451.0,8.1,4.9525,542.0,311373.0,517.0,6.9,9.0,137.735,559.0,82.803,64.1,15351.448,58.4,185.4
290,2011-03-01,226900.0,13178.2,1969.7736312573434,5.2832037287379885,66.5,420.0,5477.0,7.2,4.836,583.0,311551.0,600.0,6.3,9.0,137.78799999999998,562.4,80.3605,64.2,15351.448,58.4,186.5
291,2011-04-01,228100.0,13212.8,1800.6371850438688,5.2832037287379885,66.0,417.0,5485.0,6.7,4.84,581.0,311740.0,554.0,6.3,9.1,139.16,563.5,80.2154,64.2,15557.539,58.4,189.0
292,2011-05-01,228100.0,13239.1,1800.6371850438688,5.297316866214453,66.0,415.0,5516.0,6.6,4.6375,618.0,311935.0,561.0,6.3,9.0,140.694,560.1,83.0405,64.1,15557.539,58.3,188.0
293,2011-06-01,228100.0,13295.7,1921.1713985097222,5.297316866214453,66.0,416.0,5528.0,6.6,4.51,636.0,312147.0,608.0,6.5,9.1,141.946,567.5,85.5086,64.0,15557.539,58.2,186.9
294,2011-07-01,223500.0,13375.8,2145.6877561050455,5.297316866214453,66.1,417.0,5547.0,6.7,4.545,621.0,312372.0,623.0,6.7,9.0,142.343,565.1,86.6224,64.0,15647.68,58.2,188.6
295,2011-08-01,223500.0,13400.3,2063.5307788757273,5.297316866214453,66.1,414.0,5552.0,6.5,4.27,647.0,312605.0,585.0,6.7,9.0,141.787,564.4,88.4423,64.1,15647.68,58.3,187.8
296,2011-09-01,223500.0,13401.5,2018.5925785161394,5.297316866214453,66.1,417.0,5584.0,6.3,4.106,610.0,312842.0,650.0,6.4,9.0,140.16899999999998,565.6,87.5078,64.2,15647.68,58.4,189.3
297,2011-10-01,221100.0,13406.4,1868.7675895155753,5.3003153692107094,65.9,422.0,5588.0,6.0,4.0675,671.0,313060.0,610.0,6.3,8.8,138.411,571.7,88.3034,64.1,15842.259,58.4,180.8
298,2011-11-01,221100.0,13419.7,1945.4452102887142,5.3003153692107094,65.9,433.0,5593.0,5.7,3.9925,706.0,313260.0,711.0,6.4,8.6,136.667,571.9,87.7571,64.1,15842.259,58.6,181.9
299,2011-12-01,221100.0,13548.9,2047.169033284874,5.299816242671772,65.9,434.0,5611.0,5.3,3.958,697.0,313454.0,694.0,7.2,8.5,135.168,575.0,92.3676,64.0,15842.259,58.6,182.5
300,2012-01-01,238400.0,13631.6,1784.673037997234,5.299816242671772,65.6,441.0,5626.0,5.3,3.915,712.0,313636.0,723.0,7.4,8.3,134.168,575.2,95.8403,63.7,16068.805,58.4,185.4
301,2012-02-01,238400.0,13731.1,1848.6820640276344,5.299816242671772,65.6,450.0,5629.0,4.8,3.89,738.0,313811.0,704.0,7.3,8.3,133.997,576.8,95.3474,63.8,16068.805,58.5,185.8
302,2012-03-01,238400.0,13798.5,1933.301450911351,5.299816242671772,65.6,458.0,5625.0,4.9,3.954,806.0,313993.0,695.0,7.6,8.2,135.865,573.0,93.6095,63.8,16068.805,58.5,185.2
303,2012-04-01,238700.0,13868.1,2299.1705227199886,5.299816242671772,65.6,463.0,5618.0,4.9,3.91,732.0,314176.0,753.0,7.9,8.2,138.471,572.0,94.8689,63.7,16207.115,58.4,187.2
304,2012-05-01,238700.0,13850.3,2112.7557805548367,5.307277107919509,65.6,474.0,5604.0,4.7,3.798,796.0,314368.0,708.0,7.9,8.2,141.048,574.0,92.7701,63.7,16207.115,58.5,188.7
305,2012-06-01,238700.0,13837.1,2108.6457400101544,5.3067814449601665,65.6,486.0,5621.0,4.8,3.675,794.0,314576.0,757.0,7.9,8.2,143.16899999999998,576.2,91.4465,63.8,16207.115,58.6,188.8
306,2012-07-01,248800.0,13752.9,2320.0563852931828,5.3067814449601665,65.4,490.0,5632.0,4.6,3.55,849.0,314796.0,740.0,7.0,8.2,144.282,583.4,90.0581,63.7,16319.541,58.5,188.3
307,2012-08-01,248800.0,13768.5,2353.544159070693,5.3067814449601665,65.4,495.0,5648.0,4.6,3.602,840.0,315031.0,754.0,6.7,8.1,144.705,584.8,90.1465,63.5,16319.541,58.4,189.0
308,2012-09-01,248800.0,13914.1,2220.116747747218,5.3067814449601665,65.4,511.0,5661.0,4.5,3.4975,930.0,315264.0,847.0,7.2,7.8,144.358,586.5,89.7802,63.6,16319.541,58.7,189.1
309,2012-10-01,251700.0,14049.2,2547.7433866845954,5.3067814449601665,65.3,520.0,5674.0,4.9,3.3825,887.0,315485.0,915.0,7.8,7.8,143.968,582.7,91.4772,63.8,16420.419,58.8,188.8
310,2012-11-01,251700.0,14230.7,2286.6553502018073,5.3067814449601665,65.3,534.0,5684.0,4.6,3.352,917.0,315692.0,833.0,8.7,7.7,143.961,590.9,95.9137,63.6,16420.419,58.7,189.1
